country,year,NY.GDP.MKTP.KD.ZG
Australia,2023,3.44199220009025
Australia,2022,4.24238555336139
Australia,2021,2.11116814768786
Australia,2020,-0.119590735829973
Australia,2019,2.17154505737176
Australia,2018,2.87846971467883
Australia,2017,2.27959179820343
Australia,2016,2.7593859723839
Australia,2015,2.19016928695221
Australia,2014,2.59528411594042
Australia,2013,2.60219339436559
Australia,2012,3.91670942454073
Australia,2011,2.40708018291988
Australia,2010,2.21998026536549
Australia,2009,1.89255581922549
Australia,2008,3.58626695226046
Australia,2007,3.77332171303566
Australia,2006,2.75534610557227
Australia,2005,3.15416753184221
Australia,2004,4.22428481359962
Australia,2003,3.09076190489348
Australia,2002,3.97958568067362
Australia,2001,2.02510553454593
Australia,2000,3.9215029305806
Brazil,2023,2.90848048667777
Brazil,2022,3.01669435393015
Brazil,2021,4.76260437908608
Brazil,2020,-3.2767587964736
Brazil,2019,1.22077782360842
Brazil,2018,1.783666761634
Brazil,2017,1.32286905404399
Brazil,2016,-3.27591690782192
Brazil,2015,-3.54576339269425
Brazil,2014,0.503955740242247
Brazil,2013,3.00482266944432
Brazil,2012,1.92117598576537
Brazil,2011,3.97442307944702
Brazil,2010,7.52822581815364
Brazil,2009,-0.125812002161169
Brazil,2008,5.09419544658736
Brazil,2007,6.06987060678338
Brazil,2006,3.96198871122617
Brazil,2005,3.20213206130431
Brazil,2004,5.75996463670954
Brazil,2003,1.14082899824888
Brazil,2002,3.05346185909312
Brazil,2001,1.38989640095637
Brazil,2000,4.38794944745618
Canada,2023,1.24892730403391
Canada,2022,3.81986633913397
Canada,2021,5.28695689105889
Canada,2020,-5.03823344128351
Canada,2019,1.9084319253883
Canada,2018,2.74296343112555
Canada,2017,3.03383490260789
Canada,2016,1.03855093491798
Canada,2015,0.649970993709132
Canada,2014,2.87346677184995
Canada,2013,2.32581357393478
Canada,2012,1.75566132540601
Canada,2011,3.13719438973661
Canada,2010,3.09080637403602
Canada,2009,-2.91508623949733
Canada,2008,0.995406309993598
Canada,2007,2.04990461109004
Canada,2006,2.6379438004107
Canada,2005,3.21045435651203
Canada,2004,3.09236383456562
Canada,2003,1.80638513484521
Canada,2002,2.9992553495694
Canada,2001,1.87509813216803
Canada,2000,5.13853918593026
Switzerland,2023,0.716066868695833
Switzerland,2022,2.56832817834069
Switzerland,2021,5.39188804141473
Switzerland,2020,-2.14173720650054
Switzerland,2019,1.14198232505277
Switzerland,2018,2.86044579461633
Switzerland,2017,1.36279955711416
Switzerland,2016,2.0686896670996
Switzerland,2015,1.64462768699285
Switzerland,2014,2.34988127508626
Switzerland,2013,1.79214405707484
Switzerland,2012,1.17925383325108
Switzerland,2011,1.81310819203695
Switzerland,2010,3.24339733550173
Switzerland,2009,-2.29737463071545
Switzerland,2008,2.80798363168692
Switzerland,2007,3.9163758177818
Switzerland,2006,4.07362844994275
Switzerland,2005,2.74969898498485
Switzerland,2004,2.70170920967028
Switzerland,2003,-0.0323984765377787
Switzerland,2002,-0.0732170840426534
Switzerland,2001,1.57566196744156
Switzerland,2000,3.95871971933516
China,2023,5.24955786387791
China,2022,2.95066992959268
China,2021,8.44846941687277
China,2020,2.23863835634639
China,2019,5.95050075367413
China,2018,6.7497738324959
China,2017,6.94720079331685
China,2016,6.84876220495761
China,2015,7.04132887873656
China,2014,7.42576365632412
China,2013,7.76615009773009
China,2012,7.86373644862111
China,2011,9.55083217877568
China,2010,10.6358710644913
China,2009,9.39872563259674
China,2008,9.65067891939361
China,2007,14.2308609331955
China,2006,12.7209556654032
China,2005,11.3945918098927
China,2004,10.1136213776263
China,2003,10.0380304810393
China,2002,9.13363078966614
China,2001,8.33573347817196
China,2000,8.49009340597647
Germany,2023,-0.266438410090913
Germany,2022,1.36973105536585
Germany,2021,3.66999986156735
Germany,2020,-4.09513749064689
Germany,2019,0.987893349167578
Germany,2018,1.11644310926225
Germany,2017,2.71602451931592
Germany,2016,2.29471067684281
Germany,2015,1.65271977174628
Germany,2014,2.16949892879079
Germany,2013,0.386224576109953
Germany,2012,0.474291305855544
Germany,2011,3.75796886586348
Germany,2010,4.14676754532437
Germany,2009,-5.54516453771706
Germany,2008,0.910403196145353
Germany,2007,2.89010718962479
Germany,2006,3.85573615221429
Germany,2005,0.885697236264619
Germany,2004,1.16236826742538
Germany,2003,-0.529928993631358
Germany,2002,-0.228310249295362
Germany,2001,1.63654101289237
Germany,2000,2.87724594841264
Spain,2023,2.67566349258229
Spain,2022,6.17931222572963
Spain,2021,6.6831441850028
Spain,2020,-10.9400706591866
Spain,2019,1.9611785315135
Spain,2018,2.39541120364247
Spain,2017,2.8960420808163
Spain,2016,2.91515602808174
Spain,2015,4.06086669718569
Spain,2014,1.52048592279819
Spain,2013,-1.4273221918188
Spain,2012,-2.8651136729107
Spain,2011,-0.639920691287372
Spain,2010,0.0941223166682619
Spain,2009,-3.76813307179789
Spain,2008,0.76716577493147
Spain,2007,3.53350012191149
Spain,2006,4.04343520720857
Spain,2005,3.55122551537241
Spain,2004,3.11453145202378
Spain,2003,2.93928966368206
Spain,2002,2.75545615332646
Spain,2001,3.91908879065753
Spain,2000,5.20064118585728
France,2023,0.936487502671483
France,2022,2.57084047443969
France,2021,6.88233786590355
France,2020,-7.44064593044142
France,2019,2.02744647639635
France,2018,1.64590872932709
France,2017,2.08361485062076
France,2016,0.860031082016107
France,2015,1.06675473488909
France,2014,0.997832937998666
France,2013,0.781756445913402
France,2012,0.183835271019575
France,2011,2.43757656877079
France,2010,2.00032472699981
France,2009,-2.82455150288962
France,2008,0.380171425522363
France,2007,2.53048186196499
France,2006,2.7140645179325
France,2005,1.88856580217112
France,2004,2.86825057188587
France,2003,0.967827177709708
France,2002,1.06775025028361
France,2001,1.89946700332246
France,2000,4.14099999646893
United Kingdom,2023,0.339966158003463
United Kingdom,2022,4.83908514714403
United Kingdom,2021,8.5759509048565
United Kingdom,2020,-10.2969188737567
United Kingdom,2019,1.62447515947532
United Kingdom,2018,1.40519026609273
United Kingdom,2017,2.65650489309972
United Kingdom,2016,1.92171007763831
United Kingdom,2015,2.22288844908437
United Kingdom,2014,3.1946373128021
United Kingdom,2013,1.79992149362663
United Kingdom,2012,1.50899837441014
United Kingdom,2011,1.13836234744893
United Kingdom,2010,2.2333151263108
United Kingdom,2009,-4.6205537195686
United Kingdom,2008,-0.248797298132246
United Kingdom,2007,2.62488001971251
United Kingdom,2006,2.38069402487066
United Kingdom,2005,2.73266076130363
United Kingdom,2004,2.45790441131264
United Kingdom,2003,3.15234653827419
United Kingdom,2002,1.79566077025204
United Kingdom,2001,2.57278038614078
United Kingdom,2000,4.34163417914475
Indonesia,2023,5.04810577067288
Indonesia,2022,5.30741934775764
Indonesia,2021,3.70288562827751
Indonesia,2020,-2.06551182934165
Indonesia,2019,5.01928768046282
Indonesia,2018,5.17429153955024
Indonesia,2017,5.06978590134916
Indonesia,2016,5.03306918280177
Indonesia,2015,4.87632230022123
Indonesia,2014,5.006668425755
Indonesia,2013,5.5572636889101
Indonesia,2012,6.03005065305615
Indonesia,2011,6.16978420771008
Indonesia,2010,6.22385418062366
Indonesia,2009,4.62887118256153
Indonesia,2008,6.01370360009123
Indonesia,2007,6.34502222667214
Indonesia,2006,5.50095178520348
Indonesia,2005,5.69257130383384
Indonesia,2004,5.03087394501685
Indonesia,2003,4.78036912167654
Indonesia,2002,4.49947539085764
Indonesia,2001,3.64346644721492
Indonesia,2000,4.9200677470169
India,2023,8.1529363109041
India,2022,6.9870393257555
India,2021,9.68959249192875
India,2020,-5.77772470686801
India,2019,3.87143694070356
India,2018,6.45385134497769
India,2017,6.79538341897911
India,2016,8.25630550179086
India,2015,7.99625378571471
India,2014,7.41022760508854
India,2013,6.38610640094825
India,2012,5.45638755166587
India,2011,5.24131619937695
India,2010,8.49758470221235
India,2009,7.86188883286074
India,2008,3.08669805921981
India,2007,7.6608150670107
India,2006,8.06073257166651
India,2005,7.92343062148318
India,2004,7.92293661199932
India,2003,7.8603814759073
India,2002,3.80397532112175
India,2001,4.82396626555771
India,2000,3.84099115659129
Italy,2023,0.69763299419678
Italy,2022,4.66176265113695
Italy,2021,8.9310620660078
Italy,2020,-8.86822121046387
Italy,2019,0.429162534371912
Italy,2018,0.826646697363699
Italy,2017,1.60369994648362
Italy,2016,1.2362211072751
Italy,2015,0.885667638046783
Italy,2014,-0.00138763976492839
Italy,2013,-1.81802506104283
Italy,2012,-3.12523879543816
Italy,2011,0.695463129207852
Italy,2010,1.52910575728933
Italy,2009,-5.305154032511
Italy,2008,-1.02313847687941
Italy,2007,1.46229202490677
Italy,2006,1.79947990520787
Italy,2005,0.762410719611808
Italy,2004,1.4740216725119
Italy,2003,0.0665538534500882
Italy,2002,0.269929620338758
Italy,2001,2.00643329819457
Italy,2000,3.88209884248407
Japan,2023,1.67901952310368
Japan,2022,0.954736937781391
Japan,2021,2.55932023865617
Japan,2020,-4.14711889947692
Japan,2019,-0.402169200910933
Japan,2018,0.643391023460339
Japan,2017,1.67533175166503
Japan,2016,0.753826745903538
Japan,2015,1.56062669674904
Japan,2014,0.296205514142628
Japan,2013,2.0051001767726
Japan,2012,1.37475099920874
Japan,2011,0.0238095237748297
Japan,2010,4.09791791930137
Japan,2009,-5.69323635882266
Japan,2008,-1.22428900072828
Japan,2007,1.48396941163492
Japan,2006,1.37235012762038
Japan,2005,1.80390087227372
Japan,2004,2.1861156944216
Japan,2003,1.53512549928013
Japan,2002,0.0419624993125609
Japan,2001,0.386103426145752
Japan,2000,2.76464755143648
"Korea, Rep.",2023,1.35673324311098
"Korea, Rep.",2022,2.61267219187226
"Korea, Rep.",2021,4.30473481906969
"Korea, Rep.",2020,-0.709415359397681
"Korea, Rep.",2019,2.24397786011012
"Korea, Rep.",2018,2.90740377377135
"Korea, Rep.",2017,3.15963574012777
"Korea, Rep.",2016,2.94688171508626
"Korea, Rep.",2015,2.80910326824133
"Korea, Rep.",2014,3.2024537945736
"Korea, Rep.",2013,3.16470863647184
"Korea, Rep.",2012,2.40253099246186
"Korea, Rep.",2011,3.68566778212526
"Korea, Rep.",2010,6.80482491783671
"Korea, Rep.",2009,0.792698989518186
"Korea, Rep.",2008,3.01298487281167
"Korea, Rep.",2007,5.79954841503216
"Korea, Rep.",2006,5.26432659466724
"Korea, Rep.",2005,4.30854271411236
"Korea, Rep.",2004,5.19739136324382
"Korea, Rep.",2003,3.14729119373409
"Korea, Rep.",2002,7.72514267547173
"Korea, Rep.",2001,4.85239957151281
"Korea, Rep.",2000,9.06083332508534
Mexico,2023,3.19998116598492
Mexico,2022,3.68911109348025
Mexico,2021,6.04848344290505
Mexico,2020,-8.3540345574586
Mexico,2019,-0.392690521579212
Mexico,2018,1.97208210249194
Mexico,2017,1.87172853327193
Mexico,2016,1.77249323845399
Mexico,2015,2.70232342550646
Mexico,2014,2.50376350288664
Mexico,2013,0.852101559410627
Mexico,2012,3.55321075993527
Mexico,2011,3.44404505794418
Mexico,2010,4.9713345832195
Mexico,2009,-6.29525055780502
Mexico,2008,0.943331863036903
Mexico,2007,2.07786393438754
Mexico,2006,4.80501352746852
Mexico,2005,2.11324712586392
Mexico,2004,3.56544100946846
Mexico,2003,1.18554486709559
Mexico,2002,-0.236588001922641
Mexico,2001,-0.450845253215945
Mexico,2000,5.02928399378261
Netherlands,2023,0.0745607216494903
Netherlands,2022,5.00723459045037
Netherlands,2021,6.27683073230526
Netherlands,2020,-3.86795339323423
Netherlands,2019,2.30009159476197
Netherlands,2018,2.25874039624952
Netherlands,2017,2.7815460987956
Netherlands,2016,2.42428576536633
Netherlands,2015,2.12060522421717
Netherlands,2014,1.61261007449123
Netherlands,2013,-0.0302324516552943
Netherlands,2012,-0.977877008513829
Netherlands,2011,1.77334520657246
Netherlands,2010,1.31932023296244
Netherlands,2009,-3.66529044506595
Netherlands,2008,2.11681586191865
Netherlands,2007,3.88530650838888
Netherlands,2006,3.53737521855268
Netherlands,2005,2.03396324858144
Netherlands,2004,2.0163100164134
Netherlands,2003,0.0978322478940328
Netherlands,2002,0.245785859471141
Netherlands,2001,2.32357563856982
Netherlands,2000,4.21975373727024
Russian Federation,2023,3.60000000000001
Russian Federation,2022,-2.06971152527731
Russian Federation,2021,5.61429037578345
Russian Federation,2020,-2.65365450102773
Russian Federation,2019,2.19807571335009
Russian Federation,2018,2.80724541059601
Russian Federation,2017,1.82579006401834
Russian Federation,2016,0.193690071260534
Russian Federation,2015,-1.97271922580408
Russian Federation,2014,0.736267221765672
Russian Federation,2013,1.75542214874298
Russian Federation,2012,4.02408615746921
Russian Federation,2011,4.30002918567749
Russian Federation,2010,4.49999999920672
Russian Federation,2009,-7.79999391271275
Russian Federation,2008,5.19996926404957
Russian Federation,2007,8.49997776916511
Russian Federation,2006,8.20006825456321
Russian Federation,2005,6.39996544799469
Russian Federation,2004,7.19994786954857
Russian Federation,2003,7.29995234528189
Russian Federation,2002,4.69999190914258
Russian Federation,2001,5.10005122572568
Russian Federation,2000,10.0000668136515
Saudi Arabia,2023,-0.754914810584665
Saudi Arabia,2022,7.48598429134137
Saudi Arabia,2021,5.07511034987979
Saudi Arabia,2020,-3.58153486307663
Saudi Arabia,2019,1.09773374954092
Saudi Arabia,2018,3.19922678028009
Saudi Arabia,2017,0.911048655580274
Saudi Arabia,2016,1.88449273567737
Saudi Arabia,2015,4.5090590631757
Saudi Arabia,2014,3.81142279142699
Saudi Arabia,2013,2.53477827137303
Saudi Arabia,2012,5.40891607761418
Saudi Arabia,2011,10.9937616764876
Saudi Arabia,2010,5.03949284261405
Saudi Arabia,2009,-1.0667099999425
Saudi Arabia,2008,6.23802004687759
Saudi Arabia,2007,2.21361714815569
Saudi Arabia,2006,3.31351693671738
Saudi Arabia,2005,5.94489403534072
Saudi Arabia,2004,8.63097688883705
Saudi Arabia,2003,8.76875651851432
Saudi Arabia,2002,-0.688407962710954
Saudi Arabia,2001,0.344583362943069
Saudi Arabia,2000,4.71817952910665
Turkiye,2023,5.11116818488702
Turkiye,2022,5.53342787492781
Turkiye,2021,11.4393956926566
Turkiye,2020,1.85987303976462
Turkiye,2019,0.818514526726673
Turkiye,2018,3.0131703931215
Turkiye,2017,7.50199748917491
Turkiye,2016,3.32308420845746
Turkiye,2015,6.08448690443663
Turkiye,2014,4.9397151613658
Turkiye,2013,8.48581699653026
Turkiye,2012,4.78849271108008
Turkiye,2011,11.2001105833504
Turkiye,2010,8.42710432276191
Turkiye,2009,-4.82315395301769
Turkiye,2008,0.815024573007705
Turkiye,2007,5.04350793157104
Turkiye,2006,6.94798808571993
Turkiye,2005,8.99230493626517
Turkiye,2004,9.79593638920282
Turkiye,2003,5.76320606654714
Turkiye,2002,6.44772204681594
Turkiye,2001,-5.75000655464257
Turkiye,2000,6.93323970455904
United States,2023,2.88755600906016
United States,2022,2.51237531983308
United States,2021,6.05505293304576
United States,2020,-2.16302913866514
United States,2019,2.58382533018855
United States,2018,2.96650506916633
United States,2017,2.45762230322211
United States,2016,1.81945147474293
United States,2015,2.94555045455233
United States,2014,2.52381981441982
United States,2013,2.11783009919849
United States,2012,2.28911338767897
United States,2011,1.56440685438301
United States,2010,2.6951925838264
United States,2009,-2.57650023426996
United States,2008,0.113587248258867
United States,2007,2.00385829825838
United States,2006,2.78453963938148
United States,2005,3.483549937943
United States,2004,3.84777169205226
United States,2003,2.795605965883
United States,2002,1.70044732363073
United States,2001,0.955538346430316
United States,2000,4.07758575804293
